Date,Israeli_Lines_MWs,Gaza_Power_Plant_MWs,Egyptian_Lines_MWs,Total_daily_Supply_available_in_MWs,Overall_demand_in_MWs,Power_Cuts_hours_day_400mg,Temp
10/6/2018,120,21,0,141,533,6,30
10/7/2018,120,21,0,141,519,6,29
10/8/2018,120,21,0,141,528,6,29
10/9/2018,120,21,0,141,529,6,29
10/10/2018,120,21,0,141,502,6,28
10/11/2018,120,21,0,141,544,6,28
10/12/2018,120,21,0,141,541,6,29
10/13/2018,120,21,0,141,503,6,28
10/14/2018,120,21,0,141,523,6,28
10/15/2018,120,21,0,141,525,6,28
10/16/2018,120,21,0,141,491,6,28
10/17/2018,120,21,0,141,505,6,29
10/18/2018,120,21,0,141,511,6,29
10/19/2018,120,21,0,141,485,6,28
10/20/2018,120,21,0,141,526,6,28
10/21/2018,120,21,0,141,528,6,30
10/22/2018,120,21,0,141,508,6,32
10/23/2018,120,21,0,141,529,6,32
10/24/2018,120,21,0,141,522,6,30
10/25/2018,120,51,0,171,402,10,26
10/26/2018,120,51,0,171,390,10,24
10/27/2018,120,51,0,171,391,10,25
10/28/2018,120,51,0,171,397,10,25
10/29/2018,120,75,0,195,404,11,27
10/30/2018,120,75,0,195,406,11,27
10/31/2018,120,75,0,195,408,11,28
11/1/2018,120,75,0,195,405,11,27
11/2/2018,120,75,0,195,399,16,26
11/3/2018,120,75,0,195,402,16,25
11/4/2018,120,75,0,195,410,16,25
11/5/2018,120,75,0,195,399,16,24
11/6/2018,120,75,0,195,391,16,23
11/7/2018,120,75,0,195,403,15,24
11/8/2018,120,75,0,195,407,15,24
11/9/2018,120,75,0,195,397,15,24
11/10/2018,120,75,0,195,399,15,24
11/11/2018,120,75,0,195,401,15,24
11/12/2018,120,75,0,195,394,15,24
11/13/2018,120,75,0,195,383,15,24
11/14/2018,120,75,0,195,390,15,23
11/15/2018,120,75,0,195,395,15,23
11/16/2018,120,75,0,195,388,15,24
11/17/2018,120,75,0,195,395,15,24
11/18/2018,120,75,0,195,401,15,24
11/19/2018,120,75,0,195,390,15,23
11/20/2018,120,75,0,195,395,15,22
11/21/2018,120,75,0,195,401,15,22
11/22/2018,120,75,0,195,391,15,22
11/23/2018,120,79,0,199,406,15,20
11/24/2018,120,79,0,199,394,15,20
11/25/2018,120,79,0,199,393,15,20
11/26/2018,120,79,0,199,394,15,20
11/27/2018,120,79,0,199,409,15,22
11/28/2018,120,79,0,199,398,15,24
11/29/2018,120,79,0,199,403,15,22
11/30/2018,120,79,0,199,399,15,22
12/1/2018,120,79,0,199,392,16,22
12/2/2018,120,79,0,199,390,16,21
12/3/2018,120,79,0,199,393,16,21
12/4/2018,120,79,0,199,393,16,21
12/5/2018,120,79,0,199,417,15,20
12/6/2018,120,79,0,199,421,15,18
12/7/2018,120,79,0,199,432,14,17
12/8/2018,120,79,0,199,452,14,18
12/9/2018,120,79,0,199,433,14,19
12/10/2018,120,79,0,199,420,15,20
12/11/2018,120,79,0,199,432,15,20
12/12/2018,120,79,0,199,412,15,19
12/13/2018,120,79,0,199,414,15,19
12/14/2018,120,79,0,199,416,15,19
12/15/2018,120,79,0,199,404,15,20
12/16/2018,120,79,0,199,406,15,21
12/17/2018,120,79,0,199,420,15,20
12/18/2018,120,79,0,199,411,15,20
12/19/2018,120,79,0,199,449,14,19
12/20/2018,120,79,0,199,527,13,17
12/21/2018,120,79,0,199,459,14,18
12/22/2018,120,79,0,199,443,14,18
12/23/2018,120,79,0,199,462,13,19
12/24/2018,120,79,0,199,453,13,20
12/25/2018,120,79,0,199,464,13,20
12/26/2018,120,79,0,199,445,13,20
12/27/2018,120,79,0,199,536,11,17
12/28/2018,120,79,0,199,542,11,16
12/29/2018,120,79,0,199,570,11,16
12/30/2018,120,79,0,199,582,8.5,15
12/31/2018,120,79,0,199,560,8.5,17
1/1/2019,120,79,0,199,528,8.5,17
1/2/2019,120,79,0,199,558,9,16
1/3/2019,120,79,0,199,526,9,17
1/4/2019,120,79,0,199,498,9,17
1/5/2019,120,80,0,200,506,9,16
1/6/2019,120,80,0,200,566,9,15
1/7/2019,120,80,0,200,556,9,15
1/8/2019,120,80,0,200,566,9,16
1/9/2019,120,80,0,200,558,9,14
1/10/2019,120,80,0,200,546,9,15
1/11/2019,120,80,0,200,514,9,17
1/12/2019,120,80,0,200,536,9,17
1/13/2019,120,80,0,200,564,9,16
1/14/2019,120,80,0,200,570,8,16
1/15/2019,120,80,0,200,554,9,16
1/16/2019,120,80,0,200,622,8,14
1/17/2019,120,80,0,200,594,9,15
1/18/2019,120,80,0,200,536,9,16
1/19/2019,120,80,0,200,500,9,17
1/20/2019,120,80,0,200,564,9,17
1/21/2019,120,80,0,200,536,9,18
1/22/2019,120,80,0,200,543,9,18
1/23/2019,120,80,0,200,552,9,19
1/24/2019,120,80,0,200,536,10,21
1/25/2019,120,80,0,200,510,10,22
1/26/2019,120,80,0,200,494,10,23
1/27/2019,120,80,0,200,520,9,21
1/28/2019,120,80,0,200,562,9,19
1/29/2019,120,80,0,200,524,11,21
1/30/2019,120,80,0,200,528,11,20
1/31/2019,120,80,0,200,510,11,20
2/1/2019,120,80,0,200,510,11,21
2/2/2019,120,80,0,200,496,11,21
2/3/2019,120,80,0,200,512,11,22
2/4/2019,120,80,0,200,506,11,24
2/5/2019,120,80,0,200,504,12,26
2/6/2019,120,80,0,200,514,12,24
2/7/2019,120,80,0,200,470,12,20
2/8/2019,120,80,0,200,471,12,18
2/9/2019,120,80,0,200,490,12,15
2/10/2019,120,80,0,200,504,12,15
2/11/2019,120,80,0,200,504,12,15
2/12/2019,120,80,0,200,487,12,18
2/13/2019,120,80,0,200,476,12,21
2/14/2019,120,80,0,200,500,12,19
2/15/2019,120,80,0,200,504,12,15
2/16/2019,120,80,0,200,496,12,16
2/17/2019,120,80,0,200,492,12,14
2/18/2019,120,80,0,200,523,11,16
2/19/2019,120,80,0,200,569,11,16
2/20/2019,120,80,0,200,518,12,17
2/21/2019,120,80,0,200,498,12,17
2/22/2019,120,80,0,200,467,13,18
2/23/2019,120,80,0,200,487,12,19
2/24/2019,120,80,0,200,485,12,19
2/25/2019,120,80,0,200,549,12,23
2/26/2019,120,80,0,200,510,12,20
2/27/2019,120,80,0,200,518,12,16
2/28/2019,120,80,0,200,532,12,15
3/1/2019,120,80,0,200,511,12,17
3/2/2019,120,80,0,200,508,12,17
3/3/2019,120,80,0,200,496,13,18
3/4/2019,120,80,0,200,483,13,17
3/5/2019,120,80,0,200,492,13,17
3/6/2019,120,80,0,200,488,13,19
3/7/2019,120,80,0,200,488,13,19
3/8/2019,120,80,0,200,491,13,19
3/9/2019,120,80,0,200,502,12,18
3/10/2019,120,80,0,200,538,12,18
3/11/2019,120,80,0,200,474,14,20
3/12/2019,120,80,0,200,487,14,24
3/13/2019,120,80,0,200,462,15,22
3/14/2019,120,80,0,200,472,15,18
3/15/2019,120,80,0,200,492,14,20
3/16/2019,120,80,0,200,501,14,17
3/17/2019,120,80,0,200,470,15,17
3/18/2019,120,80,0,200,474,15,18
3/19/2019,108,81,0,189,471,14,20
3/20/2019,108,81,0,189,418,15,20
3/21/2019,120,80,0,200,448,15,20
3/22/2019,120,80,0,200,422,15,22
3/23/2019,120,80,0,200,438,15,20
3/24/2019,120,80,0,200,469,15,15
3/25/2019,120,56,0,176,496,12,16
3/26/2019,120,56,0,176,514,12,17
3/27/2019,120,56,0,176,513,10,19
3/28/2019,120,56,0,176,488,10,20
3/29/2019,120,56,0,176,484,10,20
3/30/2019,120,47.5,0,167.5,505,9,17
3/31/2019,120,47.5,0,167.5,485,9,16
4/1/2019,120,47.5,0,167.5,486,9,15
4/2/2019,120,47.5,0,167.5,483,9,18
4/3/2019,120,47.5,0,167.5,454,9,18
4/4/2019,120,74.5,0,194.5,461,12,21
4/5/2019,120,71,0,191,448,12,21
4/6/2019,120,71,0,191,446,14,22
4/7/2019,108,67,0,175,446,13,26
4/8/2019,120,71,0,191,429,14,27
4/9/2019,120,71,0,191,420,14,25
4/10/2019,120,71,0,191,408,15,25
4/11/2019,120,71,0,191,415,15,24
4/12/2019,120,71,0,191,410,15,26
4/13/2019,120,71,0,191,392,16,28
4/14/2019,120,71,0,191,412,15,20
4/15/2019,120,71,0,191,418,15,22
4/16/2019,120,71,0,191,389,16,20
4/17/2019,120,49.5,0,169.5,423,14,19
4/18/2019,120,71,0,191,406,15,19
4/19/2019,120,71,0,191,388,15,20
4/20/2019,120,71,0,191,392,15,22
4/21/2019,120,71,0,191,402,15,23
4/22/2019,120,71,0,191,382,16,24
4/23/2019,120,71,0,191,386,16,25
4/24/2019,120,71,0,191,394,16,25
4/25/2019,120,71,0,191,382,16,27
4/26/2019,120,71,0,191,344,16,26
4/27/2019,120,71,0,191,359,16,26
4/28/2019,120,71,0,191,354,16,25
4/29/2019,120,71,0,191,382,16,28
4/30/2019,120,71,0,191,390,16,29
5/1/2019,120,71,0,191,360,16,30
5/2/2019,108,71,0,179,444,14,30
5/3/2019,120,71,0,191,374,16,24
5/4/2019,120,71,0,191,354,16,25
5/5/2019,96,45,0,141,350,12,27
5/6/2019,108,48.5,0,156.5,410,12,33
5/7/2019,108,45.5,0,153.5,400,12,27
5/8/2019,120,46,0,166,360,14,23
5/9/2019,120,46,0,166,383,14,23
5/10/2019,120,46,0,166,378,14,22
5/11/2019,120,46,0,166,378,14,22
5/12/2019,108,74,0,182,392,14,27
5/13/2019,120,74,0,194,373,14,30
5/14/2019,120,74,0,194,388,14,29
5/15/2019,108,74,0,182,392,14,30
5/16/2019,120,73,0,173,368,16,32
5/17/2019,120,71,0,191,370,16,30
5/18/2019,120,71,0,191,370,16,29
5/19/2019,120,71,0,191,347,16,28
5/20/2019,120,71,0,191,366,16,29
5/21/2019,120,71,0,191,349,16,29
5/22/2019,120,71,0,191,361,16,33
5/23/2019,120,65,0,185,390,12,41
5/24/2019,120,65,0,185,398,12,42
5/25/2019,120,71,0,191,376,16,29
5/26/2019,120,71,0,191,363,16,28
5/27/2019,120,71,0,191,364,16,30
5/28/2019,120,71,0,191,352,16,32
5/29/2019,120,71,0,191,382,16,33
5/30/2019,120,71,0,191,373,16,34
5/31/2019,120,71,0,191,364,16,29
6/1/2019,120,71,0,191,363,16,30
6/2/2019,120,71,0,191,382,16,32
6/3/2019,116,71,0,187,392,16,32
6/4/2019,120,71,0,191,382,16,30
6/5/2019,120,71,0,191,385,16,29
6/6/2019,120,71,0,191,361,16,29
6/7/2019,120,71,0,191,353,16,31
6/8/2019,120,71,0,191,377,16,32
6/9/2019,120,71,0,191,370,16,32
6/10/2019,120,71,0,191,418,12,32
6/11/2019,120,71,0,191,436,12,32
6/12/2019,120,71,0,191,426,12,31
6/13/2019,120,71,0,191,427,12,30
6/14/2019,120,71,0,191,391,14,30
6/15/2019,120,71,0,191,408,14,29
6/16/2019,120,71,0,191,446,10,29
6/17/2019,96,72,0,168,461,10,30
6/18/2019,120,71,0,191,464,10,29
6/19/2019,120,71,0,191,430,10,29
6/20/2019,120,71,0,191,451,10,30
6/21/2019,120,71,0,191,378,14,30
6/22/2019,120,71,0,191,436,12,32
6/23/2019,120,71,0,191,465,10,31
6/24/2019,120,71,0,191,458,10,31
6/25/2019,108,47,0,155,470,8,34
6/26/2019,120,47,0,167,469,10,35
6/27/2019,120,47,0,167,482,10,34
6/28/2019,120,47,0,167,439,10,33
6/29/2019,120,71,0,191,469,10,32
6/30/2019,120,71,0,191,457,10,32
7/1/2019,120,71,0,191,456,10,32
7/2/2019,120,71,0,191,451,10,31
7/3/2019,120,71,0,191,468,10,32
7/4/2019,120,71,0,191,439,10,31
7/5/2019,120,71,0,191,442,10,31
7/6/2019,120,71,0,191,455,10,32
7/7/2019,120,71,0,191,467,10,32
7/8/2019,120,71,0,191,464,10,32
7/9/2019,120,71,0,191,460,10,33
7/10/2019,120,71,0,191,465,10,33
7/11/2019,120,71,0,191,496,10,33
7/12/2019,120,71,0,191,434,10,32
7/13/2019,120,71,0,191,452,10,31
7/14/2019,120,71,0,191,482,10,31
7/15/2019,120,71,0,191,454,10,31
7/16/2019,120,71,0,191,471,10,33
7/17/2019,120,59,0,179,502,10,38
7/18/2019,120,71,0,191,462,10,32
7/19/2019,120,71,0,191,437,10,30
7/20/2019,120,71,0,191,468,10,31
7/21/2019,120,71,0,191,455,10,30
7/22/2019,120,71,0,191,460,10,31
7/23/2019,120,71,0,191,485,10,32
7/24/2019,120,71,0,191,481,10,32
7/25/2019,120,71,0,191,464,10,31
7/26/2019,108,65,0,173,419,10,31
7/27/2019,120,71,0,191,472,10,32
7/28/2019,120,71,0,191,469,10,32
7/29/2019,120,71,0,191,471,10,31
7/30/2019,120,71,0,191,477,10,32
7/31/2019,108,67,0,175,462,10,32
8/1/2019,120,67,0,187,466,10,32
8/2/2019,120,67,0,187,424,10,30
8/3/2019,108,67,0,175,472,10,31
8/4/2019,120,67,0,187,474,10,32
8/5/2019,120,67,0,187,470,10,32
8/6/2019,120,67,0,187,476,10,31
8/7/2019,120,67,0,187,483,10,31
8/8/2019,120,67,0,187,476,10,30
8/9/2019,120,65,0,185,446,10,32
8/10/2019,120,65,0,185,479,10,32
8/11/2019,120,65,0,185,385,12,31
8/12/2019,120,65,0,185,406,12,31
8/13/2019,120,65,0,185,396,12,31
8/14/2019,108,64,0,172,450,10,32
8/15/2019,120,65,0,185,465,10,33
8/16/2019,120,65,0,185,425,10,34
8/17/2019,120,65,0,185,454,10,31
8/18/2019,120,65,0,185,468,10,30
8/19/2019,120,65,0,185,456,10,30
8/20/2019,120,65,0,185,455,10,30
8/21/2019,120,65,0,185,460,10,32
8/22/2019,120,65,0,185,462,10,32
8/23/2019,120,65,0,185,426,10,31
8/24/2019,120,65,0,185,473,10,32
8/25/2019,120,65,0,185,462,10,32
8/26/2019,120,45,0,165,477,9,32
8/27/2019,120,45,0,165,486,9,32
8/28/2019,120,45,0,165,480,9,31
8/29/2019,120,45,0,165,486,9,31
8/30/2019,120,45,0,165,450,9,31
8/31/2019,120,45,0,165,479,9,31
9/1/2019,120,45,0,165,478,9,31
9/2/2019,120,65,0,185,483,10,31
9/3/2019,120,65,0,185,469,10,30
9/4/2019,120,65,0,185,468,10,30
9/5/2019,120,65,0,185,473,10,30
9/6/2019,120,65,0,185,419,12,29
9/7/2019,120,66,0,186,452,10,29
9/8/2019,120,66,0,186,460,10,29
9/9/2019,120,66,0,186,464,10,30
9/10/2019,120,66,0,186,472,10,30
9/11/2019,120,66,0,186,462,10,30
9/12/2019,120,66,0,186,458,10,31
9/13/2019,120,66,0,186,409,12,30
9/14/2019,120,66,0,186,422,12,29
9/15/2019,120,66,0,186,446,12,29
9/16/2019,120,66,0,186,437,12,30
9/17/2019,120,66,0,186,443,12,30
9/18/2019,120,66,0,186,450,12,31
9/19/2019,120,66,0,186,444,12,31
9/20/2019,120,66,0,186,389,14,29
9/21/2019,120,66,0,186,435,12,29
9/22/2019,120,66,0,186,440,12,29
9/23/2019,120,66,0,186,430,13,29
9/24/2019,120,66,0,186,428,13,29
9/25/2019,120,66,0,186,430,13,29
9/26/2019,120,66,0,186,423,13,30
9/27/2019,120,66,0,186,401,14,30
9/28/2019,120,66,0,186,415,13,29
9/29/2019,120,66,0,186,422,13,29
9/30/2019,120,66,0,186,425,13,29
10/1/2019,120,66,0,186,424,13,28
10/2/2019,120,66,0,186,410,14,28
10/3/2019,120,66,0,186,414,14,28
10/4/2019,120,66,0,186,364,16,28
10/5/2019,120,66,0,186,390,14,27
10/6/2019,120,66,0,186,396,14,28
10/7/2019,120,66,0,186,372,14,28
10/8/2019,120,66,0,186,385,14,30
10/9/2019,120,66,0,186,400,14,30
10/10/2019,120,66,0,186,379,14,29
10/11/2019,120,66,0,186,349,16,29
10/12/2019,120,66,0,186,395,14,29
10/13/2019,120,66,0,186,384,14,30
10/14/2019,120,66,0,186,394,14,30
10/15/2019,108,66,0,174,429,13,29
10/16/2019,120,66,0,186,399,14,29
10/17/2019,120,66,0,186,388,14,28
10/18/2019,120,66,0,186,363,14,28
10/19/2019,120,48,0,168,412,12,28
10/20/2019,120,66,0,186,417,12,28
10/21/2019,120,48,0,168,407,12,28
10/22/2019,120,48,0,168,420,12,28
10/23/2019,120,48,0,168,429,12,27
10/24/2019,120,48,0,168,427,12,26
10/25/2019,120,48,0,168,377,12,25
10/26/2019,120,48,0,168,453,10,25
10/27/2019,120,48,0,168,422,12,25
10/28/2019,120,47,0,167,400,12,25
10/29/2019,120,47,0,167,418,12,25
10/30/2019,120,47,0,167,422,12,26
10/31/2019,120,47,0,167,386,14,26
11/1/2019,120,47,0,167,356,14,26
11/2/2019,120,47,0,167,415,12,26
11/3/2019,120,47,0,167,424,12,27
11/4/2019,120,47,0,167,409,13,27
11/5/2019,120,47,0,167,410,13,28
11/6/2019,120,47,0,167,395,14,28
11/7/2019,120,47,0,167,390,14,28
11/8/2019,120,47,0,167,382,14,29
11/9/2019,120,47,0,167,407,14,29
11/10/2019,120,47,0,167,420,13,29
11/11/2019,120,47,0,167,428,12,30
11/12/2019,120,47,0,167,402,13,30
11/13/2019,108,47,0,155,430,10,30
11/14/2019,120,47,0,167,430,10,31
11/15/2019,120,47,0,167,396,14,29
11/16/2019,120,47,0,167,399,14,26
11/17/2019,120,47,0,167,434,10,25
11/18/2019,120,47,0,167,414,12,25
11/19/2019,120,47,0,167,423,12,25
11/20/2019,120,47,0,167,436,12,24
11/21/2019,120,47,0,167,436,12,23
11/22/2019,120,47,0,167,426,12,23
11/23/2019,120,47,0,167,448,12,23
11/24/2019,115,47,0,162,439,12,24
11/25/2019,120,47,0,167,420,12,25
11/26/2019,120,47,0,167,434,12,25
11/27/2019,120,47,0,167,420,12,22
11/28/2019,120,47,0,167,424,12,22
11/29/2019,120,47,0,167,406,14,23
11/30/2019,120,47,0,167,431,13,25
12/1/2019,120,47,0,167,420,13,26
12/2/2019,120,47,0,167,417,13,24
12/3/2019,120,47,0,167,430,13,22
12/4/2019,120,47,0,167,428,13,22
12/5/2019,120,47,0,167,450,12,21
12/6/2019,120,47,0,167,428,13,20
12/7/2019,120,47,0,167,446,12,19
12/8/2019,120,47,0,167,490,10,18
12/9/2019,120,47,0,167,479,10,18
12/10/2019,120,47,0,167,476,10,20
12/11/2019,120,47,0,167,468,10,20
12/12/2019,120,83,0,203,468,12,19
12/13/2019,120,48,0,168,460,10,19
12/14/2019,120,48,0,168,488,10,18
12/15/2019,120,48,0,168,502,10,18
12/16/2019,120,48,0,168,507,9,18
12/17/2019,120,48,0,168,478,9,19
12/18/2019,120,48,0,168,492,9,19
12/19/2019,120,48,0,168,494,9,20
12/20/2019,120,48,0,168,474,11,21
12/21/2019,120,48,0,168,476,11,22
12/22/2019,120,83,0,203,512,10,20
12/23/2019,120,83,0,203,482,10,20
12/24/2019,120,83,0,203,516,9,18
12/25/2019,120,83,0,203,520,9,17
12/26/2019,120,83,0,203,520,9,17
12/27/2019,120,83,0,203,516,9,17
12/28/2019,120,83,0,203,510,9,16
12/29/2019,120,83,0,203,490,10,16
12/30/2019,120,83,0,203,503,10,16
12/31/2019,120,83,0,203,488,10,16
1/1/2020,120,83,0,203,497,10,17
1/2/2020,120,83,0,203,487,11,16
1/3/2020,120,83,0,203,490,11,15
1/4/2020,120,83,0,203,529,11,15
1/5/2020,120,83,0,203,506,11,16
1/6/2020,120,83,0,203,504,11,16
1/7/2020,120,83,0,203,576,11,16
1/8/2020,120,83,0,203,570,11,15
1/9/2020,120,83,0,203,592,11,16
1/10/2020,120,83,0,203,542,11,16
1/11/2020,120,83,0,203,572,11,16
1/12/2020,120,83,0,203,508,11,17
1/13/2020,120,83,0,203,580,11,17
1/14/2020,120,83,0,203,580,11,18
1/15/2020,120,83,0,203,512,12,21
1/16/2020,120,83,0,203,518,12,20
1/17/2020,120,83,0,203,552,11,16
1/18/2020,120,83,0,203,558,11,17
1/19/2020,120,83,0,203,546,11,16
1/20/2020,120,83,0,203,580,11,16
1/21/2020,120,83,0,203,604,10,13
1/22/2020,120,83,0,203,604,10,13
1/23/2020,120,83,0,203,606,10,12
1/24/2020,108,83,0,191,616,10,13
1/25/2020,120,83,0,203,558,11,14
1/26/2020,120,83,0,203,540,11,15
1/27/2020,120,83,0,203,574,11,17
1/28/2020,120,83,0,203,545,11,18
1/29/2020,108,84,0,192,573,11,18
1/30/2020,120,83,0,203,528,11,18
1/31/2020,120,83,0,203,530,11,17
2/1/2020,120,83,0,203,542,11,17
2/2/2020,120,83,0,203,544,11,18
2/3/2020,108,83,0,191,538,11,17
2/4/2020,120,83,0,203,528,12,18
2/5/2020,120,83,0,203,492,12,18
2/6/2020,120,83,0,203,490,12,18
2/7/2020,120,83,0,203,481,13,16
2/8/2020,120,83,0,203,592,10,14
2/9/2020,120,83,0,203,576,11,11
2/10/2020,120,90,0,210,625,10,10
2/11/2020,120,83,0,203,565,11,14
2/12/2020,120,83,0,203,539,11,18
2/13/2020,120,83,0,203,486,12,18
2/14/2020,120,83,0,203,528,12,20
2/15/2020,120,83,0,203,468,13,20
2/16/2020,120,83,0,203,518,13,18
2/17/2020,120,83,0,203,483,13,17
2/18/2020,120,83,0,203,478,13,18
2/19/2020,120,83,0,203,534,12,16
2/20/2020,120,83,0,203,506,12,16
2/21/2020,120,83,0,203,468,13,18
2/22/2020,120,83,0,203,479,13,16
2/23/2020,120,83,0,203,472,13,16
2/24/2020,120,83,0,203,484,13,16
2/25/2020,120,83,0,203,488,13,16
2/26/2020,120,83,0,203,469,13,18
2/27/2020,120,83,0,203,454,14,19
2/28/2020,120,83,0,203,389,14,22
2/29/2020,120,83,0,203,430,13,15
3/1/2020,120,83,0,203,454,13,16
3/2/2020,120,83,0,203,440,14,17
3/3/2020,120,83,0,203,426,14,17
3/4/2020,120,75,0,195,438,13,26
3/5/2020,120,75,0,195,385,14,24
3/6/2020,120,75,0,195,420,14,17
3/7/2020,120,75,0,195,406,14,18
3/8/2020,120,75,0,195,404,14,20
3/9/2020,120,65,0,185,413,13,26
3/10/2020,120,75,0,195,416,14,18
3/11/2020,120,75,0,195,401,14,19
3/12/2020,120,75,0,195,410,14,25
3/13/2020,120,75,0,195,368,15,18
3/14/2020,120,75,0,195,401,15,17
3/15/2020,120,75,0,195,371,15,19
3/16/2020,120,75,0,195,387,15,22
3/17/2020,120,80,0,200,438,13,17
3/18/2020,120,80,0,200,426,14,15
3/19/2020,120,80,0,200,466,13,15
3/20/2020,120,80,0,200,436,13,14
3/21/2020,120,80,0,200,497,13,14
3/22/2020,120,80,0,200,424,13,17
3/23/2020,120,80,0,200,437,13,23
3/24/2020,120,80,0,200,420,13,18
3/25/2020,120,80,0,200,418,13,18
3/26/2020,120,80,0,200,416,14,22
3/27/2020,120,80,0,200,394,14,21
3/28/2020,120,80,0,200,416,14,18
3/29/2020,120,80,0,200,408,14,19
3/30/2020,108,79,0,187,398,13,23
3/31/2020,108,79,0,187,460,13,18
4/1/2020,120,77,0,197,409,13,18
4/2/2020,120,77,0,197,408,13,18
4/3/2020,120,77,0,197,377,15,21
4/4/2020,120,77,0,197,396,14,26
4/5/2020,120,77,0,197,376,15,29
4/6/2020,120,77,0,197,410,14,20
4/7/2020,120,70,0,190,370,15,18
4/8/2020,120,70,0,190,396,14,18
4/9/2020,120,70,0,190,364,15,19
4/10/2020,120,70,0,190,383,15,17
4/11/2020,120,70,0,190,381,14,17
4/12/2020,120,70,0,190,371,15,19
4/13/2020,120,70,0,190,374,15,20
4/14/2020,120,70,0,190,392,14,20
4/15/2020,120,70,0,190,339,15,21
4/16/2020,120,70,0,190,361,15,25
4/17/2020,120,70,0,190,350,15,19
4/18/2020,120,70,0,190,364,15,21
4/19/2020,120,70,0,190,365,15,22
4/20/2020,120,70,0,190,387,15,22
4/21/2020,120,70,0,190,353,15,22
4/22/2020,120,65,0,185,370,15,29
4/23/2020,120,65,0,185,361,15,20
4/24/2020,120,65,0,185,378,15,25
4/25/2020,120,65,0,185,375,15,19
4/26/2020,120,65,0,185,389,14,20
4/27/2020,120,65,0,185,382,14,21
4/28/2020,120,65,0,185,368,14,21
4/29/2020,120,65,0,185,372,14,20
4/30/2020,120,65,0,185,368,14,21
5/1/2020,120,65,0,185,348,15,24
5/2/2020,120,65,0,185,366,14,21
5/3/2020,120,65,0,185,345,15,23
5/4/2020,120,65,0,185,362,14,21
5/5/2020,120,65,0,185,376,14,21
5/6/2020,120,65,0,185,372,14,20
5/7/2020,120,65,0,185,357,15,23
5/8/2020,120,65,0,185,341,15,25
5/9/2020,120,65,0,185,340,15,22
5/10/2020,120,65,0,185,358,15,22
5/11/2020,120,65,0,185,356,15,23
5/12/2020,120,65,0,185,344,15,25
5/13/2020,120,65,0,185,361,15,26
5/14/2020,120,63,0,183,363,15,25
5/15/2020,120,63,0,183,349,15,27
5/16/2020,120,60,0,180,363,14,33
5/17/2020,120,60,0,180,370,15,30
5/18/2020,120,60,0,180,396,14,32
5/19/2020,120,56,0,176,421,14,35
5/20/2020,120,56,0,176,437,13,35
5/21/2020,120,56,0,176,414,13,32
5/22/2020,120,62,0,182,414,13,27
5/23/2020,120,62,0,182,399,14,23
5/24/2020,120,65,0,185,306,16,23
5/25/2020,120,62,0,182,306,16,22
5/26/2020,120,62,0,182,310,15,24
5/27/2020,120,62,0,182,347,15,24
5/28/2020,120,62,0,182,366,15,23
5/29/2020,120,62,0,182,332,15,22
5/30/2020,120,62,0,182,340,15,22
5/31/2020,120,62,0,182,344,15,23
6/1/2020,120,62,0,182,373,15,24
6/2/2020,120,62,0,182,347,15,26
6/3/2020,120,62,0,182,361,15,26
6/4/2020,120,62,0,182,365,15,27
6/5/2020,120,62,0,182,317,15,27
6/6/2020,120,62,0,182,360,15,28
6/7/2020,120,62,0,182,413,15,30
6/8/2020,120,62,0,182,361,15,28
6/9/2020,120,62,0,182,364,15,28
6/10/2020,120,62,0,182,391,14,30
6/11/2020,120,62,0,182,358,15,28
6/12/2020,120,62,0,182,332,15,29
6/13/2020,120,62,0,182,386,14,29
6/14/2020,120,62,0,182,386,14,30
6/15/2020,120,62,0,182,368,15,28
6/16/2020,120,62,0,182,391,14,27
6/17/2020,120,62,0,182,409,14,30
6/18/2020,120,62,0,182,401,14,25
6/19/2020,120,62,0,182,344,15,25
6/20/2020,120,60,0,180,374,14,26
6/21/2020,120,60,0,180,403,14,33
6/22/2020,120,62,0,182,419,14,27
6/23/2020,120,65,0,185,393,14,27
6/24/2020,120,65,0,185,400,14,27
6/25/2020,120,65,0,185,395,14,26
6/26/2020,120,65,0,185,328,15,27
6/27/2020,120,63,0,183,397,14,28
6/28/2020,120,63,0,183,399,14,28
6/29/2020,120,67,0,187,374,15,27
6/30/2020,120,63,0,183,413,13,27
7/1/2020,120,62,0,182,419,13,28
7/2/2020,120,60,0,180,388,13,29
7/3/2020,120,60,0,180,350,14,29
7/4/2020,120,60,0,180,418,12,29
7/5/2020,120,60,0,180,435,12,29
7/6/2020,120,60,0,180,418,12,28
7/7/2020,120,60,0,180,463,10,29
7/8/2020,120,60,0,180,426,11,28
7/9/2020,120,60,0,180,426,11,28
7/10/2020,120,60,0,180,374,13,28
7/11/2020,120,60,0,180,386,12,29
7/12/2020,120,62,0,182,420,11,28
7/13/2020,120,60,0,180,426,11,28
7/14/2020,120,62,0,182,440,11,29
7/15/2020,120,62,0,182,430,11,29
7/16/2020,120,62,0,182,418,11,28
7/17/2020,120,62,0,182,368,12,28
7/18/2020,120,62,0,182,426,11,28
7/19/2020,120,62,0,182,425,11,29
7/20/2020,120,60,0,180,430,11,29
7/21/2020,120,60,0,180,435,11,30
7/22/2020,120,60,0,180,435,11,30
7/23/2020,120,60,0,180,437,11,29
7/24/2020,120,58,0,178,366,11,30
7/25/2020,120,57,0,177,435,10,30
7/26/2020,120,57,0,177,448,10,31
