Date,Israeli_Lines_MWs,Gaza_Power_Plant_MWs,Egyptian_Lines_MWs,Total_daily_Supply_available_in_MWs,Overall_demand_in_MWs,Power_Cuts_hours_day_400mg,Temp
4/15/2022,120,75,0,195,350.6,14,22
4/16/2022,120,75,0,195,367.76,14,23
4/17/2022,120,75,0,195,368.5,14,36
4/18/2022,120,75,0,195,378.84,14,31
4/19/2022,120,75,0,195,336.5,14,23
4/20/2022,120,75,0,195,364.2,14,21
4/21/2022,120,75,0,195,335.12,15,21
4/22/2022,120,75,0,195,353.24,14,22
4/23/2022,120,75,0,195,338.52,15,23
4/24/2022,120,75,0,195,362.46,14,24
4/25/2022,120,75,0,195,349.66,14,25
4/26/2022,120,75,0,195,353.26,14,25
4/27/2022,120,75,0,195,354.84,14,25
4/28/2022,120,75,0,195,330.62,14,25
4/29/2022,120,75,0,195,340.6,14,32
4/30/2022,120,75,0,195,364.6,14,33
5/1/2022,120,75,0,195,418.04,13,23
5/2/2022,120,75,0,195,373.25,14,27
5/3/2022,120,70,0,190,290.84,15,33
5/4/2022,120,70,0,190,308.4,15,24
5/5/2022,120,70,0,190,332.68,15,22
5/6/2022,120,60,0,180,369.9,13,23
5/7/2022,120,60,0,180,338.7,14,22
5/8/2022,120,60,0,180,353,14,25
5/9/2022,120,60,0,180,356.5,14,30
5/10/2022,120,60,0,180,361.64,14,26
5/11/2022,120,60,0,180,359.94,14,25
5/12/2022,120,60,0,180,342.38,14,24
5/13/2022,120,60,0,180,363.26,14,27
5/14/2022,120,60,0,180,358.82,14,30
5/15/2022,120,60,0,180,349.64,14,24
5/16/2022,120,60,0,180,355.84,14,24
5/17/2022,120,60,0,180,350.32,14,25
5/18/2022,120,60,0,180,359.18,14,26
5/19/2022,120,60,0,180,345.88,14,26
5/20/2022,120,60,0,180,354.2,14,30
5/21/2022,120,60,0,180,392.4,14,27
5/22/2022,120,60,0,180,369.76,14,25
5/23/2022,120,55,0,175,360.18,14,25
5/24/2022,120,55,0,175,386.29,13,27
5/25/2022,120,55,0,175,365.1,13,27
5/26/2022,120,50,0,170,387.56,13,27
5/27/2022,120,50,0,170,374.94,13,27
5/28/2022,120,50,0,170,384.84,12,28
5/29/2022,120,50,0,170,384.92,12,28
5/30/2022,120,50,0,170,378.2,12,30
5/31/2022,120,50,0,170,393.03,11,29
6/1/2022,120,50,0,170,395.34,11,27
6/2/2022,120,50,0,170,384.48,11,27
6/3/2022,120,50,0,170,359.48,11,28
6/4/2022,120,50,0,170,384.74,11,30
6/5/2022,120,50,0,170,409.4,11,31
6/6/2022,120,50,0,170,413.06,11,29
6/7/2022,120,50,0,170,412.88,11,29
6/8/2022,120,50,0,170,424.98,10,30
6/9/2022,120,65,0,185,405.4,11,33
6/10/2022,120,65,0,185,405.8,11,33
6/11/2022,120,65,0,185,414.8,11,35
6/12/2022,120,65,0,185,419.56,11,29
6/13/2022,120,65,0,185,413.46,11,28
6/14/2022,120,65,0,185,404.34,11,29
6/15/2022,115,65,0,180,424.78,10,29
6/16/2022,120,65,0,185,409.22,11,29
6/17/2022,120,65,0,185,379.98,11,30
6/18/2022,120,65,0,185,411.7,11,30
6/19/2022,120,65,0,185,410.38,11,29
6/20/2022,120,65,0,185,407.5,11,29
6/21/2022,120,65,0,185,409.26,11,28
6/22/2022,120,65,0,185,427.82,10,29
6/23/2022,120,65,0,185,423,10,31
6/24/2022,120,65,0,185,392.46,11,32
6/25/2022,120,60,0,180,449.86,11,30
6/26/2022,120,65,0,185,420.36,11,30
6/27/2022,120,65,0,185,430.04,10,31
6/28/2022,120,65,0,185,442.02,10,30
6/29/2022,120,65,0,185,443.66,10,30
6/30/2022,120,65,0,185,421.78,10,31
7/1/2022,120,65,0,185,380.78,11,30
7/2/2022,120,65,0,185,418.08,11,30
7/3/2022,120,65,0,185,440.76,11,30
7/4/2022,108,65,0,173,425.38,10.5,32
7/5/2022,120,65,0,185,438.32,10.5,32
7/6/2022,120,65,0,185,445.52,11,30
7/7/2022,120,65,0,185,441.68,11,30
7/8/2022,120,65,0,185,430.6,11,32
7/9/2022,120,65,0,185,430.22,11.5,31
7/10/2022,120,65,0,185,366.14,12.5,31
7/11/2022,120,65,0,185,382.18,12,30
7/12/2022,120,65,0,185,407.06,12,30
7/13/2022,120,65,0,185,433.8,11,30
7/14/2022,120,65,0,185,432.64,11,29
7/15/2022,120,65,0,185,397.64,11.5,30
7/16/2022,120,65,0,185,433.96,11.5,30
7/17/2022,120,65,0,185,435.6,11,31
7/18/2022,120,62,0,182,446.54,10.5,32
7/19/2022,120,62,0,182,454.32,10,33
7/20/2022,120,62,0,182,460.1,10,33
7/21/2022,120,62,0,182,451.76,10,30
7/22/2022,120,62,0,182,403.52,11,31
7/23/2022,120,62,0,182,441.74,10,32
7/24/2022,120,62,0,182,460.94,10,32
7/25/2022,120,62,0,182,450.92,10.5,33
7/26/2022,120,62,0,182,454.26,10,34
7/27/2022,120,63,0,183,449.82,10.5,34
7/28/2022,120,63,0,183,452.66,10.5,34
7/29/2022,120,63,0,183,422.96,10.5,33
7/30/2022,120,63,0,183,430.8,10.5,33
7/31/2022,120,63,0,183,446.92,10.5,31
8/1/2022,120,63,0,183,451.24,10,31
8/2/2022,120,63,0,183,460.26,10,33
8/3/2022,120,60,0,180,464.36,10,33
8/4/2022,120,60,0,180,456.84,9.5,33
8/5/2022,120,60,0,180,417.54,10.5,33
8/6/2022,115.5,34.5,0,150,586,8,32
8/7/2022,108,0,0,108,574,5,32
8/8/2022,96,38,0,134,627.7,4.5,33
8/9/2022,120,67,0,187,459.8,9,33
8/10/2022,120,67,0,187,465.66,10,33
8/11/2022,120,67,0,187,456.26,10.5,32
8/12/2022,120,65,0,185,400,11.5,32
8/13/2022,120,65,0,185,453.92,11,32
8/14/2022,120,65,0,185,456.26,11,31
8/15/2022,120,65,0,185,435.14,11,31
8/16/2022,120,67,0,187,444.16,11,31
8/17/2022,120,67,0,187,440.38,11,30
8/18/2022,120,67,0,187,436.3,11,31
8/19/2022,120,67,0,187,395.74,12,32
8/20/2022,120,67,0,187,449.2,11,33
8/21/2022,120,64,0,184,458.88,10.5,33
8/22/2022,120,65,0,185,466.1,10,32
8/23/2022,120,67,0,187,441.28,10.5,32
8/24/2022,120,67,0,187,441.84,10.5,34
8/25/2022,120,65,0,185,444.32,10.5,34
8/26/2022,120,65,0,185,398.98,11.5,33
8/27/2022,120,65,0,185,438.64,10.5,33
8/28/2022,120,68,0,188,465.42,10,35
8/29/2022,120,70,0,190,454.4,10.5,33
8/30/2022,120,65,0,185,470.3,10,33
8/31/2022,120,65,0,185,459.5,10,32
9/1/2022,120,65,0,185,453.7,10,32
9/2/2022,120,65,0,185,411.2,11,32
9/3/2022,120,65,0,185,448.94,10,31
9/4/2022,120,65,0,185,452.8,10,30
9/5/2022,120,65,0,185,453.5,10,30
9/6/2022,120,65,0,185,450.1,10.5,30
9/7/2022,120,65,0,185,445.64,10.5,31
9/8/2022,120,65,0,185,428,11,32
9/9/2022,120,65,0,185,398.2,11.5,33
9/10/2022,120,67,0,187,455.56,11,32
9/11/2022,120,67,0,187,446.14,11,32
9/12/2022,120,67,0,187,440.62,11,31
9/13/2022,120,67,0,187,458.88,11,31
9/14/2022,120,67,0,187,436.96,11,30
9/15/2022,120,67,0,187,425.52,11.5,31
9/16/2022,120,67,0,187,384.48,12.5,31
9/17/2022,120,67,0,187,434.86,11.5,31
9/18/2022,120,67,0,187,439,11.5,30
9/19/2022,120,67,0,187,433.44,11.5,29
9/20/2022,120,67,0,187,418.64,11.5,29
9/21/2022,120,67,0,187,422.94,11.5,29
9/22/2022,120,67,0,187,406.56,12,30
9/23/2022,120,67,0,187,374.9,13,31
9/24/2022,120,65,0,185,406.42,12,34
9/25/2022,120,65,0,185,434.3,12,33
9/26/2022,120,50,0,170,430.48,10.5,33
9/27/2022,120,50,0,170,423.86,10,34
9/28/2022,120,55,0,175,429.14,11,32
9/29/2022,120,65,0,185,420.66,11.5,32
9/30/2022,120,65,0,185,388.14,12.5,32
10/1/2022,120,65,0,185,431.36,11.5,33
10/2/2022,120,65,0,185,428.48,11,31
10/3/2022,120,65,0,185,434.74,11,31
10/4/2022,120,67,0,187,421.5,12,30
10/5/2022,120,67,0,187,425.12,12,30
10/6/2022,120,61,0,181,394.1,12,29
10/7/2022,120,65,0,185,388.86,13,27
10/8/2022,120,65,0,185,385.96,13,27
10/9/2022,120,67,0,187,397.3,13,28
10/10/2022,120,67,0,187,384.32,13.5,28
10/11/2022,120,67,0,187,394.8,13.5,28
10/12/2022,120,67,0,187,391.76,13.5,28
10/13/2022,120,67,0,187,383.42,13.5,28
10/14/2022,120,67,0,187,367.94,14.5,27
10/15/2022,120,67,0,187,393.8,14,29
10/16/2022,120,67,0,187,405.56,13.5,33
10/17/2022,120,67,0,187,387.1,13.5,29
10/18/2022,120,67,0,187,385.36,14,28
10/19/2022,120,67,0,187,396.02,14,28
10/20/2022,120,67,0,187,404.66,14,28
10/21/2022,120,67,0,187,373.1,14.5,27
10/22/2022,120,67,0,187,366.64,14.5,26
10/23/2022,120,67,0,187,374.16,14,26
10/24/2022,120,67,0,187,383.9,14,26
10/25/2022,120,67,0,187,375.92,14.5,31
10/26/2022,120,67,0,187,391.34,14,30
10/27/2022,120,67,0,187,375.62,14.5,29
10/28/2022,120,67,0,187,367.52,15.5,28
10/29/2022,120,67,0,187,382.76,14,28
10/30/2022,120,67,0,187,394.22,14,27
10/31/2022,120,67,0,187,386.26,14.5,23
11/1/2022,120,67,0,187,383.34,15,26
11/2/2022,120,67,0,187,375.46,15.5,25
11/3/2022,120,67,0,187,382.1,16,26
11/4/2022,120,42,0,162,375.36,13,26
11/5/2022,120,42,0,162,424.52,12,26
11/6/2022,120,42,0,162,440.5,12.5,27
11/7/2022,120,42,0,162,422.06,12.5,25
11/8/2022,108,42,0,150,469.8,9.5,22
11/9/2022,108,46,0,154,464.38,10.5,22
11/10/2022,108,46,0,154,413.16,11,23
11/11/2022,120,46,0,166,392.24,12,24
11/12/2022,120,46,0,166,407.72,13,26
11/13/2022,120,46,0,166,411.28,13,27
11/14/2022,120,46,0,166,422.16,13,26
11/15/2022,120,46,0,166,441.32,12,24
11/16/2022,120,46,0,166,437.08,12,23
11/17/2022,120,46,0,166,416.84,12.5,23
11/18/2022,120,46,0,166,399.22,13.5,24
11/19/2022,120,46,0,166,399.34,13,26
11/20/2022,120,46,0,166,430.98,12.5,28
11/21/2022,120,46,0,166,420.56,13,31
11/22/2022,120,46,0,166,443.28,12.5,25
11/23/2022,120,47,0,167,426.86,13,24
11/24/2022,120,47,0,167,442.98,12.5,22
11/25/2022,120,47,0,167,408.34,13,20
11/26/2022,120,47,0,167,485.88,12,19
11/27/2022,120,47,0,167,451.04,12,23
11/28/2022,120,47,0,167,492.94,11.5,25
11/29/2022,120,47,0,167,449.82,11.5,23
11/30/2022,120,47,0,167,454.24,11.5,23
12/1/2022,120,48,0,168,409.94,12.5,24
12/2/2022,120,73,0,193,401.7,14,23
12/3/2022,120,73,0,193,388.04,15,24
12/4/2022,120,73,0,193,407.04,15,24
12/5/2022,120,73,0,193,413.26,15,22
12/6/2022,120,73,0,193,430.88,14.5,21
12/7/2022,120,73,0,195,403.8,15,21
12/8/2022,120,73,0,195,403.32,15,22
12/9/2022,120,73,0,195,418.86,15,23
12/10/2022,120,75,0,195,418.76,15,24
12/11/2022,120,75,0,195,408.46,15,25
12/12/2022,120,75,0,195,402.8,15,25
12/13/2022,120,75,0,195,419.32,14.5,22
12/14/2022,120,74,0,194,435.42,14.5,21
12/15/2022,120,74,0,194,396.02,15,22
12/16/2022,120,74,0,194,401.54,15.5,24
12/17/2022,120,74,0,194,391.44,15.5,25
12/18/2022,120,74,0,194,393.26,15.5,26
12/19/2022,120,74,0,194,391.82,15.5,24
12/20/2022,120,74,0,194,409.98,15.5,23
12/21/2022,120,73,0,193,432.24,14.5,21
12/22/2022,120,75,0,195,424,14.5,20
12/23/2022,120,76,0,196,448.68,14.5,20
12/24/2022,120,76,0,196,486.6,13.5,18
12/25/2022,120,76,0,196,483.78,12.5,19
12/26/2022,120,76,0,196,552.22,12,17
12/27/2022,120,76,0,196,501.28,12.5,17
12/28/2022,120,78,0,198,509.42,13,18
12/29/2022,120,78,0,198,434.98,13.5,18
12/30/2022,120,75,0,195,469.14,13,19
12/31/2022,120,78,0,198,438.94,13.5,20
1/1/2023,120,78,0,198,538.68,12,22
1/2/2023,120,78,0,198,489.28,12.5,21
1/3/2023,120,78,0,198,516.62,12,21
1/4/2023,120,78,0,198,489.8,12.5,20
1/5/2023,120,77,0,197,516.34,12.5,18
1/6/2023,120,77,0,197,485.4,12.5,19
1/7/2023,120,77,0,197,557.6,11,19
1/8/2023,120,77,0,197,481.22,12.5,19
1/9/2023,120,77,0,197,532.2,12,17
1/10/2023,120,77,0,197,453.52,13,19
1/11/2023,120,77,0,197,483.26,12.5,21
1/12/2023,120,77,0,197,481.3,12.5,17
1/13/2023,120,77,0,197,480.4,12.5,18
1/14/2023,120,77,0,197,465.28,13,17
1/15/2023,120,77,0,197,490.4,12.5,18
1/16/2023,120,77,0,197,512.82,12,19
1/17/2023,120,79,0,199,492.02,12.5,19
1/18/2023,120,79,0,199,459.88,13.5,20
1/19/2023,120,77,0,197,463.7,13,22
1/20/2023,120,77,0,197,456.34,13,24
1/21/2023,120,77,0,197,463.74,13,19
1/22/2023,120,75,0,195,480.4,12.5,19
1/23/2023,120,74,0,194,497.88,12,22
1/24/2023,120,72,0,192,474.32,12.5,22
1/25/2023,120,74,0,194,459.32,13,20
1/26/2023,120,75,0,195,437.76,13.5,20
1/27/2023,120,72,0,192,453.64,13,26
1/28/2023,120,70,0,190,456.94,13,25
1/29/2023,120,72,0,192,473.34,13,21
1/30/2023,120,72,0,192,435.24,13,19
1/31/2023,120,74,0,194,553.08,11.5,15
2/1/2023,120,73,0,193,543.82,11.5,17
2/2/2023,120,74,0,194,532,11.5,15
2/3/2023,120,74,0,194,542.48,11.5,16
2/4/2023,120,75,0,195,575.62,11,15
2/5/2023,120,75,0,195,497.88,11.5,19
2/6/2023,120,74,0,194,565.98,11,15
2/7/2023,120,78,0,198,573.04,10.5,12
2/8/2023,108,80,0,188,666.34,9,12
2/9/2023,120,81,0,201,591.96,9.5,14
2/10/2023,120,79,0,199,522.16,10.5,16
2/11/2023,120,81,0,201,524.48,11.5,16
2/12/2023,120,79,0,199,576.36,10.5,13
2/13/2023,120,79,0,199,528.72,11,15
2/14/2023,120,79,0,199,531.36,11.5,15
2/15/2023,120,78,0,198,584.72,11,14
2/16/2023,120,77,0,197,526.18,10.5,16
2/17/2023,120,79,0,199,488.7,12,17
2/18/2023,120,78,0,198,502.3,12.5,18
2/19/2023,120,78,0,198,507.34,13,19
2/20/2023,120,73,0,193,526.6,11,18
2/21/2023,120,74,0,194,469.54,13,19
2/22/2023,120,77,0,197,451.08,13.5,18
2/23/2023,120,76,0,196,461.94,13.5,17
2/24/2023,120,76,0,196,474.9,13,18
2/25/2023,120,77,0,197,425.1,14,18
2/26/2023,120,77,0,197,444.12,14,19
2/27/2023,120,75,0,195,444.12,14.5,23
2/28/2023,120,71,0,191,394.74,14.5,29
3/1/2023,120,72,0,192,372.86,15.5,29
3/2/2023,120,73,0,193,356.32,15.5,31
3/3/2023,108,72,0,180,377.16,15,22
3/4/2023,108,72,0,180,390.7,14.5,25
3/5/2023,108,70,0,178,390.52,14.5,25
3/6/2023,120,70,0,190,381.7,15.5,19
3/7/2023,112,75,0,187,377.16,16,20
3/8/2023,120,71,0,191,389.64,15,19
3/9/2023,120,73,0,193,364.38,15.5,20
3/10/2023,120,73,0,193,398.48,16,23
3/11/2023,120,73,0,193,368.06,16.5,28
3/12/2023,120,73,0,193,374.84,16,28
3/13/2023,120,71,0,191,375.28,16,27
3/14/2023,120,73,0,193,433.24,14.5,17
3/15/2023,108,77,0,185,428.78,13.5,17
3/16/2023,108,77,0,185,374.66,14.5,22
3/17/2023,120,77,0,197,384.44,16,22
3/18/2023,120,74,0,194,373.36,16,20
3/19/2023,120,74,0,194,406.68,15,17
3/20/2023,120,75,0,195,457.34,14,15
3/21/2023,120,76,0,196,387.5,15,19
3/22/2023,120,74,0,194,423.24,14.5,22
3/23/2023,120,76,0,196,423.84,15,24
3/24/2023,120,73,0,193,404.38,15,30
3/25/2023,120,73,0,193,409.52,15,23
3/26/2023,120,74,0,194,380.02,15.5,18
3/27/2023,120,75,0,195,381.96,16.5,18
3/28/2023,120,73,0,193,381.72,16,20
3/29/2023,120,74,0,194,390.02,16,22
3/30/2023,120,76,0,196,387.82,16,20
3/31/2023,120,75,0,195,387.78,15.5,15
4/1/2023,120,77,0,197,369.46,16.5,19
4/2/2023,120,76,0,196,374.24,16.5,23
4/3/2023,120,72,0,192,375.48,16.5,27
4/4/2023,120,69,0,189,356.52,16.5,33
4/5/2023,120,69,0,189,372.58,16.5,22
4/6/2023,120,72,0,192,356.8,16.5,22
4/7/2023,120,67,0,187,360.64,16,35
4/8/2023,120,70,0,190,366.5,16.5,28
4/9/2023,120,70,0,190,392.56,16,35
4/10/2023,120,66,0,186,406.32,15.5,35
4/11/2023,120,70,0,190,363.72,16,20
4/12/2023,120,71,0,191,401.58,15,15
4/13/2023,120,72,0,192,369.58,15.5,18
4/14/2023,120,71,0,191,346.7,16.5,24
4/15/2023,120,67,0,187,359.22,16.5,25
4/16/2023,120,67,0,187,357.62,16,25
4/17/2023,120,68,0,188,359.14,16,26
4/18/2023,120,67,0,187,339.34,16.5,32
4/19/2023,120,66,0,186,379.1,15.5,37
4/20/2023,120,68,0,188,432.6,15,21
4/21/2023,120,70,0,190,405.86,15.5,22
4/22/2023,120,66,0,186,289.7,18,22
4/23/2023,120,66,0,186,295.3,18,23
4/24/2023,120,67,0,187,335.48,17.5,24
4/25/2023,120,69,0,189,346.3,16.5,22
4/26/2023,120,69,0,189,345.82,16.5,25
4/27/2023,120,68,0,188,346.46,16.5,28
4/28/2023,120,68,0,188,370.16,16.5,22
4/29/2023,120,69,0,189,338.38,16.5,20
4/30/2023,120,69,0,189,342.88,16,20
5/1/2023,120,71,0,191,348.84,16.5,23
5/2/2023,120,70,0,190,338.08,16.5,24
5/3/2023,120,68,0,188,332.78,16.5,24
5/4/2023,120,63,0,183,332.72,16,30
5/5/2023,120,66,0,186,352.9,16.5,37
5/6/2023,120,66,0,186,341.02,16.5,25
5/7/2023,120,65,0,185,354.14,16,23
5/8/2023,120,67,0,187,339.12,16,24
5/9/2023,120,54,0,174,334.32,15.5,25
5/10/2023,120,45,0,165,340.86,15,28
5/11/2023,120,43,0,163,350.6,14.5,30
5/12/2023,120,43,0,163,349.94,15,26
5/13/2023,120,45,0,165,332.8,15,24
5/14/2023,120,48,0,168,348.88,14.5,26
5/15/2023,120,56,0,176,357.04,15,27
5/16/2023,120,66,0,186,349.98,16,32
5/17/2023,120,65,0,185,349.52,15,33
5/18/2023,120,68,0,188,353.16,16,23
5/19/2023,120,68,0,188,354.46,16.5,24
5/20/2023,120,66,0,186,339.7,16,25
6/1/2023,120,62,0,182,397.06,13,40
6/2/2023,108,60,0,168,401.86,12.5,45
6/3/2023,120,64,0,184,418.94,12.5,27
6/4/2023,120,67,0,187,389.66,13,28
6/5/2023,120,67,0,187,382.62,14,27
6/6/2023,120,68,0,188,373.44,15,27
6/7/2023,120,66,0,186,381.7,14.5,29
6/8/2023,120,65,0,185,399.38,13.5,38
6/9/2023,120,59,0,179,394.68,13,39
6/10/2023,120,64,0,184,420.46,12.5,27
6/11/2023,120,64,0,184,391.82,13,28
6/12/2023,120,65,0,185,390.36,13.5,28
6/13/2023,120,64,0,184,413.2,13.5,32
6/14/2023,120,63,0,183,396.16,13,28
6/15/2023,120,67,0,187,372.58,14,27
6/16/2023,120,65,0,185,356.98,14.5,32
6/17/2023,120,61,0,181,418.24,13,37
6/18/2023,120,63,0,183,395.66,13,29
5/21/2023,120,65,0,185,335.68,15,30
5/22/2023,120,65,0,185,358.08,15,33
5/23/2023,120,68,0,188,365.1,15,30
5/24/2023,120,69,0,189,381.96,15,34
5/25/2023,120,71,0,191,355.22,15.5,27
5/26/2023,120,67,0,187,356.18,16,30
5/27/2023,120,61,0,181,395.6,14,40
5/28/2023,120,61,0,181,415.02,13,34
5/29/2023,120,66,0,186,378.04,14,27
5/30/2023,120,66,0,186,376.92,14.5,29
5/31/2023,120,67,0,187,369.6,14.5,30
6/19/2023,120,64,0,184,395.44,13,28
6/20/2023,120,64,0,184,402.32,12.5,28
6/21/2023,120,64,0,184,401.1,13,29
6/22/2023,120,62,0,182,400.06,13,29
6/23/2023,120,61,0,181,386.26,13.5,30
6/24/2023,120,60,0,180,395.42,12.5,31
6/25/2023,120,60,0,180,429.2,12,31
6/26/2023,120,62,0,182,405.96,12,30
6/27/2023,120,62,0,182,410.84,12.5,32
6/28/2023,120,62,0,182,391.9,12.5,31
6/29/2023,120,61,0,181,369.68,13.5,30
6/30/2023,120,61,0,181,355.76,13.5,30
7/1/2023,120,61,0,181,394.8,13.5,30
7/2/2023,120,60,0,180,414.78,12,29
7/3/2023,120,60,0,180,415.68,12,32
7/4/2023,120,60,0,180,441.54,11.5,33
7/5/2023,120,59,0,179,442.26,11.5,30
7/6/2023,120,59,0,179,440.46,11.5,30
7/7/2023,120,59,0,179,403.94,12.5,30
7/8/2023,120,60,0,180,431.7,11.5,31
7/9/2023,120,64,0,184,437.46,11.5,31
7/10/2023,120,65,0,185,435.5,11.5,30
7/11/2023,120,63,0,183,454.9,11.5,32
7/12/2023,120,64,0,184,453.9,11.5,33
7/13/2023,120,64,0,184,446.6,11.5,33
7/14/2023,120,61,0,181,411.86,12,34
7/15/2023,120,63,0,183,454.18,11.5,35
7/16/2023,120,66,0,186,471.84,11,35
7/17/2023,120,68,0,188,460.48,11,37
7/18/2023,120,68,0,188,476.8,11,35
7/19/2023,120,68,0,188,474.56,10.5,34
7/20/2023,120,68,0,188,429.82,11,36
7/21/2023,120,68,0,188,411.34,12,33
7/22/2023,120,69,0,189,449.88,11,35
7/23/2023,120,68,0,188,466.24,10.5,35
7/24/2023,120,66,0,186,498.36,10,37
7/25/2023,120,68,0,188,477.54,10,35
7/26/2023,120,66,0,186,481.32,10,37
7/27/2023,120,67,0,187,502.88,10,37
7/28/2023,120,67,0,187,428.08,11,37
7/29/2023,120,67,0,187,466.08,10.5,32
7/30/2023,120,65,0,185,472.1,10.5,32
7/31/2023,120,66,0,186,467.86,10,33
8/1/2023,120,81,0,201,461.36,12,32
8/2/2023,120,95,0,215,462.28,12.5,34
8/3/2023,120,93,0,213,439.16,12.5,31
8/4/2023,120,92,0,212,403.6,13,31
8/5/2023,120,93,0,213,444.5,13,33
8/6/2023,120,94,0,214,452.08,12.5,35
8/7/2023,120,93,0,213,446.92,12.5,34
8/8/2023,120,92,0,212,484.76,12.5,33
8/9/2023,120,94,0,214,460.34,12.5,33
8/10/2023,120,93,0,213,441.58,12.5,32
8/11/2023,120,92,0,212,404.14,13,30
8/12/2023,120,88,0,208,453.66,12.5,32
8/13/2023,120,81,0,201,492.9,11.5,30
8/14/2023,120,90,0,210,505.24,11.5,32
8/15/2023,120,92,0,212,490.68,11.5,32
8/16/2023,120,89,0,209,464.82,12,32
8/17/2023,120,94,0,214,460.44,12.5,32
8/18/2023,120,94,0,214,417.18,13,32
8/19/2023,120,94,0,214,456.7,12.5,32
8/20/2023,120,94,0,214,449,12.5,32
8/21/2023,120,94,0,214,446.88,13,30
8/22/2023,120,95,0,215,443.44,13,31
8/23/2023,120,94,0,214,440.84,13,31
8/24/2023,120,93,0,213,422.78,13,30
8/25/2023,120,94,0,214,405.4,14,31
8/26/2023,120,95,0,215,439.62,13.5,32
8/27/2023,120,95,0,215,449.36,13,32
8/28/2023,120,93,0,213,448.74,12.5,32
8/29/2023,120,92,0,212,446.6,12.5,32
8/30/2023,120,95,0,215,452.84,13,33
8/31/2023,120,95,0,215,443.98,13,33
9/1/2023,120,66,0,186,418.08,12,30
9/2/2023,120,66,0,186,449.24,11.5,30
9/3/2023,120,65,0,185,450.22,11,31
9/4/2023,120,65,0,185,455.62,11,31
9/5/2023,120,65,0,185,456.64,11,35
9/6/2023,120,65,0,185,490.52,11,37
9/7/2023,120,65,0,185,452.66,10.5,37
9/8/2023,120,63,0,183,435.8,11.5,41
9/9/2023,120,62,0,182,493.84,10,34
9/10/2023,120,67,0,187,473.16,11,33
9/11/2023,120,68,0,188,479.4,11,37
9/12/2023,120,66,0,186,493.32,10.5,35
9/13/2023,120,69,0,189,479.7,10.5,30
9/14/2023,120,69,0,189,430.86,12,31
9/15/2023,120,70,0,190,397.82,13,31
9/16/2023,120,65,0,185,435.78,12,31
9/17/2023,120,59,0,179,436.72,11.5,30
9/18/2023,120,59,0,179,446.78,11.5,30
9/19/2023,120,59,0,179,445.56,11.5,30
9/20/2023,120,63,0,183,445.62,11.5,29
9/21/2023,120,70,0,190,421.48,12.5,30
9/22/2023,120,70,0,190,391.14,13.5,32
9/23/2023,120,69,0,189,446.08,12.5,32
9/24/2023,120,70,0,190,454.22,12,31
9/25/2023,120,71,0,191,443.06,12.5,31
9/26/2023,120,70,0,190,415,12,30
9/27/2023,120,70,0,190,422.68,12.5,31
9/28/2023,120,70,0,190,413.1,13,33
9/29/2023,120,69,0,189,409.4,13.5,33
9/30/2023,120,70,0,190,439.56,13.5,32
